Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.9","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","19.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","5","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","5.7","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2017","2017","millions de No","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2017","2017","%","38.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2017","2017","millions de No","2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2017","2017","%","4.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2017","2017","millions de No","0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21042","Prévalence de l'obésité chez l'adulte (18 ans ou plus)","2017","2017","%","14.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210420","Nombre d'adultes (18 ans ou plus) obèses (millions)","2017","2017","millions de No","2.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2017","2017","%","40.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210430","Nombre de femmes en âge de procréer (15-49 ans) anémiques (millions)","2017","2017","millions de No","3.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6121","Valeur","21049","Prévalence de l'insuffisance pondérale à la naissance (%)","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","004","Afghanistan","6132","Valeur","210490","Nombre de nouveaux-nés en insuffisance pondérale (millions)","2017","2017","millions de No","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","5.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","3.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2017","2017","%","3.6","X","Ciffre de sources internationales","This estimate has been adjusted because the original estimate did not cover the full age range or the data source was only representative of rural areas."
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2017","2017","millions de No","0.2","X","Ciffre de sources internationales","This estimate has been adjusted because the original estimate did not cover the full age range or the data source was only representative of rural areas."
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2017","2017","%","22.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2017","2017","millions de No","1.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2017","2017","%","12.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2017","2017","millions de No","0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21042","Prévalence de l'obésité chez l'adulte (18 ans ou plus)","2017","2017","%","29.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210420","Nombre d'adultes (18 ans ou plus) obèses (millions)","2017","2017","millions de No","11.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2017","2017","%","29.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210430","Nombre de femmes en âge de procréer (15-49 ans) anémiques (millions)","2017","2017","millions de No","4.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","21049","Prévalence de l'insuffisance pondérale à la naissance (%)","2017","2017","%","16.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210490","Nombre de nouveaux-nés en insuffisance pondérale (millions)","2017","2017","millions de No","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","4.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","11","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","9.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","12.7","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","38.6","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","34.4","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","42.9","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.2","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.4","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.5","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2017","2017","%","1.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2017","2017","millions de No","<0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2017","2017","%","11.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2017","2017","millions de No","<0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2017","2017","%","16","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2017","2017","millions de No","<0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21042","Prévalence de l'obésité chez l'adulte (18 ans ou plus)","2017","2017","%","20.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210420","Nombre d'adultes (18 ans ou plus) obèses (millions)","2017","2017","millions de No","0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2017","2017","%","24.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210430","Nombre de femmes en âge de procréer (15-49 ans) anémiques (millions)","2017","2017","millions de No","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2017","2017","%","36.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","21049","Prévalence de l'insuffisance pondérale à la naissance (%)","2017","2017","%","5.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210490","Nombre de nouveaux-nés en insuffisance pondérale (millions)","2017","2017","millions de No","<0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","2.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","11.4","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","10.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","12.5","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","19.8","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","18.2","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","21.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","4.7","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.5","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.8","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","8.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","2.7","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2017","2017","millions de No","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2017","2017","%","10","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2017","2017","millions de No","0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2017","2017","%","11.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2017","2017","millions de No","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21042","Prévalence de l'obésité chez l'adulte (18 ans ou plus)","2017","2017","%","21.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210420","Nombre d'adultes (18 ans ou plus) obèses (millions)","2017","2017","millions de No","5.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2017","2017","%","33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210430","Nombre de femmes en âge de procréer (15-49 ans) anémiques (millions)","2017","2017","millions de No","3.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6121","Valeur","21049","Prévalence de l'insuffisance pondérale à la naissance (%)","2017","2017","%","7.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","012","Algérie","6132","Valeur","210490","Nombre de nouveaux-nés en insuffisance pondérale (millions)","2017","2017","millions de No","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20162018","2016-2018","%","<2.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","","Q","Valeur manquante; supprimée",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.7","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.9","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","0.6","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.6","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","4.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20162018","2016-2018","%","3.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.6","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","0.2","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","3","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.5","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20162018","2016-2018","millions de No","1.1","E","Valeur estimée","FAO data"
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2017","2017","%","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210260","Nombre d'enfants de moins de 5 ans émaciés (millions)","2017","2017","millions de No","","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2017","2017","%","1.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210250","Nombre d'enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (millions)","2017","2017","millions de No","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2017","2017","%","3.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","276","Allemagne","6132","Valeur","210410","Nombre d'enfants de moins de 5 ans présentant un excès pondéral (estimation modélisée) (millions)","2017","2017","millions de No","0.1","X","Ciffre de sources internationales",""
