Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","028","Antigua-et-Barbuda","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","1427.58632","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","714994.694992","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","171225.643063","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","20502.219695","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","95048.771793","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","682","Arabie saoudite","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","725692.589261","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","643628.396191","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","97588.216672","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","33672.207198","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","82610.788145","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2017","2017","Millions d’USD","25795.733083","E","Valeur estimée",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","Millions d’USD","25228.384941","E","Valeur estimée",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22078","Valeur ajoutée (Fabrication de produits à base de tabac)","2017","2017","Millions d’USD","567.348142","E","Valeur estimée",""
"MK","Indicateurs macro","032","Argentine","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","627200.466771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","11527.458713","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","2034.409257","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","1728.457145","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","1225.498673","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2017","2017","Millions d’USD","792.338387","E","Valeur estimée",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","Millions d’USD","625.809942","E","Valeur estimée",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22078","Valeur ajoutée (Fabrication de produits à base de tabac)","2017","2017","Millions d’USD","166.528445","E","Valeur estimée",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","11934.829588","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","051","Arménie","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","2605.770834","E","Valeur estimée",""
"MK","Indicateurs macro","533","Aruba","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","3092.430168","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","593.346369","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","0.73743","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","115.463687","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","533","Aruba","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","2921.857642","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","1413693.490706","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","344450.061678","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","34735.941328","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","81618.96209","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","036","Australie","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","1369129.673829","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","417261.151845","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","100695.261346","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","5051.098257","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","70278.076016","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","413348.647949","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","3698.271158","E","Valeur estimée",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","11157.714121","E","Valeur estimée",""
"MK","Indicateurs macro","040","Autriche","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","8299.349621","E","Valeur estimée",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","40866.632048","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","9733.290683","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","2291.542861","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","1920.5129","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","39321.62285","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","031","Azerbaïdjan","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","4218.388718","E","Valeur estimée",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","12490.734929","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","3286.39125","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","95.939965","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","383.170084","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","12130.04957","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","044","Bahamas","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","127.782538","E","Valeur estimée",""
"MK","Indicateurs macro","048","Bahreïn","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","35473.670213","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","048","Bahreïn","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","10056.62234","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","048","Bahreïn","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","103.107713","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","048","Bahreïn","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","6564.574468","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","048","Bahreïn","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","33484.042553","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","288937.584596","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","89423.46883","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","37441.094721","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","58008.49897","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","050","Bangladesh","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","298934.682759","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","4992.3","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","768.65","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","75.45","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","255.05","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","052","Barbade","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","4768.072114","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","54725.415191","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","14315.06678","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","4140.416852","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","11836.623095","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2017","2017","Millions d’USD","2951.816224","E","Valeur estimée",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","Millions d’USD","2951.816224","E","Valeur estimée",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","52669.797353","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","3703.921828","E","Valeur estimée",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","10217.870319","E","Valeur estimée",""
"MK","Indicateurs macro","112","Bélarus","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","9513.50607","E","Valeur estimée",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","502764.720556","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","117057.789442","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","3343.856282","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","62489.218021","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","507373.706788","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","3191.688228","E","Valeur estimée",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","11530.5428","E","Valeur estimée",""
"MK","Indicateurs macro","056","Belgique","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","10936.330501","E","Valeur estimée",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","2266.664817","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","349.204995","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","194.017638","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","158.077343","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","2142.52377","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","177.538877","E","Valeur estimée",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","347.188513","E","Valeur estimée",""
"MK","Indicateurs macro","084","Belize","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","317.038477","E","Valeur estimée",""
"MK","Indicateurs macro","204","Bénin","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","12701.652061","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","204","Bénin","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","2977.077251","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","204","Bénin","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","3618.575004","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","204","Bénin","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","1221.90778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","204","Bénin","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","12561.417748","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","7120.91","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22015","Formation brute de capital fixe","2017","2017","Millions d’USD","983.04","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","19.62","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22075","Valeur ajoutée (Industrie manufacturière)","2017","2017","Millions d’USD","33.11","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22076","Valeur ajoutée (Fabrication de produits alimentaires, boissons et de produits à base de tabac)","2017","2017","Millions d’USD","4.295038","E","Valeur estimée",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","Millions d’USD","4.295038","E","Valeur estimée",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","7230.031","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","11.53","E","Valeur estimée",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22071","Production brute (Agriculture, Sylviculture et Pêche)","2017","2017","Millions d’USD","36.81","E","Valeur estimée",""
"MK","Indicateurs macro","060","Bermudes","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","20.69","E","Valeur estimée",""
"MK","Indicateurs macro","064","Bhoutan","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","2591.357992","X","Ciffre de sources internationales",""
